IDEN;IDEN.2;;Method;Texture;;Sable;Limon;Argile;Argile Catherine;Limon grossier;Limon moyen;Limon fin;1-2 mm;0.5-1.0 mm;0.25-0.5 mm;0.1-0.25 mm;0.05-0.01 mm;Sable fractionnement
1696;2228;;2;Loam sableux;;60,65434672;31,66337244;7,68228084;;16,44547458;10,98433383;4,233564035;1,86842364;1,917592684;4,03186154;36,09007769;22,61775986;66,52571541
1697;2229;;2;Sable loameux;;84,75340079;11,32790175;3,918697464;;5,661011482;4,390443912;1,276446355;4,813742135;15,6796165;25,46689304;18,65574753;3,994806751;68,61080595
1698;2230;;2;Sable;;89,14397625;7,260332409;3,595691343;;3,696479994;3,048947294;0,514905121;2,7270003;6,642693038;13,69493557;17,15113375;19,07901309;59,29477575
1699;2231;;5;Sable loameux;;76,8;17,6;5,6;;10,9;5,6;1,1;1,156355011;2,905712591;22,63293141;33,43546155;16,47558806;76,60604863
1700;2232;;2;Loam sableux;;69,45720884;24,34555431;6,197236852;;11,46195992;9,827516632;3,056077761;0,691016782;5,103652517;32,24086871;34,22507404;13,71174729;85,97235933
1701;2233;;2;Loam sableux;;73,3;22,4;4,237370498;;11,3894544;8,879503915;2,152164187;2,1;9,1;19,9;26,4;18,6;76,04442094
1702;2233;;2;Sable loameux;;78,14574393;16,59620085;5,258055222;;8,444913627;7,067609723;1,083677499;6,340819022;14,24482607;17,9656539;16,97490092;11,25055042;66,77675033
1703;2234;;2;Loam sableux;;72,80737905;22,93746833;4,255152613;;13,69589554;7,590516248;1,651056549;1,477635783;1,218051118;2,31629393;36,12220447;26,07827476;67,21246006
1704;2235;;2;Sable loameux;;81,7;13,5;4,79983398;;3,111332953;6,998632463;3,402887773;0,35964036;0,659340659;2,097902098;31,74825175;25,45454545;60,31968032
1705;2235;;2;Sable loameux;;83,34518929;9,652330152;7,002480556;;3,897492444;4,448809354;1,306028354;1,892775741;1,080170449;2,943216728;41,20503419;23,41690615;70,53810326
1706;2236;;2;Sable loameux;;84,91768151;9,783952319;5,298366169;;3,901446487;4,885185043;0,997320789;1,142406933;0,531810124;8,036241875;56,15520977;10,30135907;76,16702777
1707;2237;;5;Loam sableux;;62,21203698;28,4;9,3;;14,5;10,9;3;0,19;0,27;6,93;55,73;7,36;70,48
1708;2237;;2;Loam sableux;;62,9;33,5;3,648649371;;14,97037107;15,42100351;3,091667722;0,578726801;0,458990222;8,36160447;65,52584315;7,6032728;82,52843744
1709;2238;;2;Sable loameux;;80,02430807;14,67344055;5,302251385;;8,266506428;4,896154136;1,510779986;4,3;13,3;15,1;14;14,2;60,83457526
1710;2239;;5;SABLE LOAMEUX;;80,5;15,92970416;3,585352198;;8,119099679;5,232846218;2,577758263;7,095343681;12,81999597;14,43257408;12,59826648;13,76738561;60,71356581
1711;2240;;2;Sable loameux;;82,72438437;13,3;4;;6,7;5,3;1,3;0,67;4,31;19,37;28,92;16,36;69,63
1712;2241;;2;SABLE LOAMEUX;;76,9;18,8;4,308893981;;11,84515465;4,479770108;2,484486572;0,711884517;3,361676884;19,63614791;31,9952541;22,02887087;77,73383429
1713;2242;;5;LOAM SABLEUX;;68,2;27;4,869480731;;9,691231744;11,53939591;5,719551556;1,2;7,4;27,7;31,7;13,7;81,7558844
1714;2243;;5;LOAM SABLEUX;;67,1;28,1;4,81201243;;14,99716356;10,51010233;2,56978438;1,173991571;3,953441702;19,01464981;33,39353803;16,91751957;74,45314068
1715;2244;;5;SABLE LOAMEUX;;84,2;13,2;2,61341416;;5,652475003;4,406384537;3,093162617;5,97133758;15,02786624;18,01353503;14,64968153;12,57961783;66,24203822
1716;2245;;2;LOAM SABLEUX;;62,5;31,4;6,12283468;;17,82725038;10,0127155;3,514074091;0,550747443;1,809598741;2,95043273;33,08418568;30,33044847;68,72541306
1717;2246;;5;LOAM SABLEUX;;69,2;23,9;6,849420088;;8,620008252;9,694126975;5,602370691;0,615567911;1,111993646;4,070691025;64,48570294;14,68427323;84,96822875
1718;2247;;2;SABLE LOAMEUX;;76,1;19,4;4,537710232;;11,0608901;5,92275112;2,405726608;1,689860835;2,117296223;3,538767396;29,91053678;25,08946322;62,34592445
1719;2248;;2;SABLE LOAMEUX;;84,6;11,9;3,467590311;;6,144168512;4,01338041;1,75717261;14,40459679;23,22171587;6,796116505;15,69249059;10,83812166;70,95304141
1720;2249;;2;SABLE LOAMEUX;;78,9;15,8;5,306929862;;7,346558685;5,390762895;3,028192748;2,749594156;7,092126623;16,9338474;30,58035714;18,90219156;76,25811688
1721;2250;;5;SABLE LOAMEUX;;82,5;12,3;5,176832513;;7,098425184;4,316412409;0,918249466;1,794846084;8,462849694;30,12132758;28,98826832;11,4408904;80,80818209
1722;2251;;5;SABLE LOAMEUX;;77,3;19,21980444;3,473253125;;8,977061468;7,625035447;2,617707524;1,957259836;9,426802477;19,71240264;31,92530457;14,88915518;77,91092471
1723;2252;;5;LOAM SABLEUX;;60,2;33;6,761005904;;18,06827561;12,24528056;2,677107754;2,378612149;16,68960094;25,51602123;24,80833497;11,55887557;80,95144486
1724;2253;;5;LOAM;;48;39,78589077;12,20796489;;19,92671716;14,25079136;5,608382259;0,268250623;1,417896149;3,678865683;42,57520598;25,23471929;73,17493773
1725;2254;;5;LOAM;;50,2;37,5800473;12,26761693;;18,52408909;14,84097453;4,21498368;0,625855662;2,386074712;5,593584979;23,07842754;26,44240172;58,12634461
1726;2255;;5;LOAM LIMONEUX;;33,75052291;51,84186772;14,40760938;;20,61528931;21,42486178;9,80171663;0,991473329;5,135831846;7,118778505;11,24330756;16,57743407;41,0668253
1727;2256;;2;Loam limoneux;;29,87170514;54,78442848;15,34386638;;32,90711703;12,24738977;9,629921676;1,259689922;6,647286822;10,5620155;10,27131783;12,79069767;41,53100775
1728;2256;;2;Loam limoneux;;36,6;50,4;12,93240369;;18,74493451;22,00042484;9,687917795;0,429745889;2,522421525;3,419282511;4,297458894;15,3961136;26,06502242
1729;2257;;5;LOAM LIMONEUX;;36,9;52,8;10,23445365;;20,72617967;24,72790974;7,371453724;0,960534558;3,695969931;4,802672792;5,387346001;12,80016705;27,64669033
1730;2257;;2;Loam;;37,8;49,6;12,59425954;;18,70300827;21,93159757;8,997837839;2,074606024;3,171753441;4,468382206;4,847396768;11,23079992;25,79293836
1731;2258;;5;LOAM;;51,9;39,89503653;8,225321431;;19,83999926;13,45355335;6,601483918;0,697072296;2,728540131;3,943437562;9,221270663;11,55148377;28,14180442
1732;2259;;5;LOAM SABLEUX;;68,5;25,2;6,262056392;;13,17866025;8,85433825;3,176643253;2,550817059;2,590673575;3,746512555;8,907931447;10,46233559;28,25827023
1733;2260;;5;SABLE LOAMEUX;;84,8;11,4;3,841727648;;5,210423036;4,887506534;1,294322781;0,680136027;4,840968194;9,341868374;19,60392078;17,02340468;51,49029806
1734;2261;;5;LOAM SABLEUX;;73,7;19,1;7,203796415;;9,531991007;6,279378371;3,299682042;0,599041534;1,95686901;3,833865815;30,93051118;28,31469649;65,63498403
1735;2262;;5;SABLE LOAMEUX;;77,4;17,3;5,246813182;;10,42093644;5,145708848;1,766814019;1,91317145;5,089526613;16,58081923;45,57272504;14,34878587;83,50502821
1736;2263;;5;LOAM SABLEUX;;74,01064453;19,60663245;6,382723022;;0;17,9;3,739882001;0,883090818;5,910687406;17,87255394;29,61364777;18,33416959;72,61414952
1737;2264;;5;Loam sableux;;58,5;36,1;5,475318844;;22,64685224;8,695785668;4,709822385;0,87979344;2,926269485;13,81849479;35,01960409;22,71205891;75,35622071
1738;2265;;5;Loam sableux;;60,2;30,5;9,251887302;;15,4237415;9,81572587;5,265743315;2,932220593;2,514943047;11,86421563;35,59264689;15,37160257;68,27562874
1739;2266;;5;Loam;;43,3;45,1;11,59312905;;21,38328643;17,2286323;6,471013153;1,108087092;2,060653188;4,646189736;21,83125972;29,56842924;59,21461897
1740;2267;;5;Loam sableux;;68;26,4;5,573110084;;16,55874859;5,267471843;4,601190263;2,128506067;5,74895564;8,673164909;24,16948478;15,25760891;55,97772031
1741;2268;;5;Sable loameux;;80,3;15,7;3,970617431;;8,041378296;3,507140355;4,139000273;1,391926824;2,505468284;5,34897594;15,6094651;17,16046928;42,01630543
1742;2269;;2;Sable loameux;;77,3;17;5,726169866;;9,627272251;3,957439582;3,398076772;1,326207443;1,979414093;5,898653998;30,30482977;27,949327;67,4584323
1743;2270;;5;Loam sableux;;72,3;21,7;5,989740443;;13,04630726;5,006813009;3,685377994;1,389716101;4,864006353;18,20528092;38,53484217;12,88465356;75,87849911
1744;2271;;5;Sable loameux;;80,6;17,4;1,923816853;;11,83125987;1,690327582;3,925052587;0,904799371;1,809598741;13,4736428;38,41463415;22,61014949;77,21282455
1745;2272;;5;Loam sableux;;59,8;34,6;5,568379956;;21,0215585;9,754002855;3,816162936;0,357478833;2,464722484;13,41486359;31,70272813;23,04797742;70,98777046
1746;2273;;5;Loam sableux;;53,6;36;10,45687657;;17,4958025;11,46059409;7,009003939;1,500577145;2,173913043;7,752981916;39,74605618;26,31781454;77,49134282
1747;2274;;5;Loam;;42,5;42,9;14,52929334;;20,2057464;14,33615142;8,390878726;1,404549951;0,791295747;2,571711177;23,67952522;31,45400593;59,90108803
1748;2275;;2;Loam;;50,98131757;37,21019225;11,80849018;;19,67526063;12,54100003;4,993931598;1,413150147;5,004906771;8,83218842;21,76643768;15,28949951;52,30618253
1749;2275;;2;Loam sableux;;55,9;34,1;10,07518119;;17,24449855;10,01201275;6,797955554;1,683168317;6,297029703;8,257425743;10,93069307;16,45544554;43,62376238
1750;2276;;5;Loam limoneux;;31,3;58,7;10,0792442;;19,43937138;25,66122414;13,54940767;1,644245142;6,63303438;9,734678625;13,75186846;20,98281016;52,74663677
1751;2277;;5;Loam;;48,7;39,4;11,94137537;;19,58118701;12,45232702;7,355738514;2,170512319;6,179116152;9,874853344;16,32772781;20,29722331;54,84943293
1752;2278;;5;Loam limoneux;;31;53,9;15,13851513;;20,617277;22,87639509;10,40759804;1,080762429;3,301237964;4,519551975;8,508547848;13,83375909;31,2438593
1753;2279;;5;Loam;;51,1;37,4;11,47577291;;21,97720726;9,074644049;6,376993255;2,315750781;5,568829259;6,39588311;13,01231391;15,69564418;42,98842125
1754;2280;;5;Loam sableux;;60,3;34;5,64018761;;20,2065029;8,957352965;4,847459649;3,351735016;2,779968454;3,450315457;6,190851735;8,694794953;24,46766562
1755;2281;;5;Sable loameux;;74,9;20,1;4,944620253;;12,56273258;4,368278572;3,174635029;5,478896104;1,055194805;2,414772727;10,97808442;20,37337662;40,30032468
1756;2282;;5;Loam sableux;;75,3;18,4;6,246096612;;10,31316813;4,325265334;3,785618706;1,743486974;1,883767535;4,649298597;23,44689379;25,83166333;57,55511022
1757;2283;;2;Sable loameux;;80,1;13,2;6,70698824;;7,091799428;3,506211764;2,57739581;0,356012658;1,147151899;9,928797468;35,2056962;25,53401899;72,17167722
1757,1;2284;;5;Sable loameux;;80,6;13,4358184;5,930025697;;7,810603635;3,481392862;2,1438219;0,686543743;3,903491565;16,16320126;32,50294233;18,85052962;72,10670851
1757,2;2285;;5;Sable loameux;;84,1;13,3;2,605040385;;6,529738656;6,146723535;0,637606275;0,955926746;2,002414973;16,86456027;41,62809418;16,28094184;77,73193802
1758;2286;;5;Loam;;47;41,7;11,32670182;;20,51896364;16,35098571;4,808485248;1,561573433;4,17078474;25,34097648;35,44178691;11,60308361;78,11820518
1759;2287;;2;Loam limoneux;;37,49027116;51,57253539;10,93719345;;22,47753979;21,02954818;8,06544742;5,897589161;2,849173142;8,846383742;36,44152222;24,70611676;78,74078502
1760;2288;;2;Loam;;35,1;49,2;15,76633962;;18,90711321;22,17192809;8,086442517;5,650512769;1,246732355;1,709229841;8,304846169;20,30967223;37,22099336
1761;2289;;2,5;Loam;;37,8;40,5;21,65270155;;15,24927949;17,78331262;7,464882227;2,133743951;3,673559173;4,927408711;7,083150022;9,766827981;27,58468984
1762;2290;;2;Loam;;46,7;38,7;14,5766817;;15,86863865;15,8375115;6,990190978;6,848764812;3,65535248;4,418557943;4,418557943;7,290620607;26,63185379
1763;2291;;2,5;Loam;;49,4;33,2;17,3306837;;13,39340789;15,28595988;4,546343863;2,515578121;2,792522502;6,069697669;4,546503577;8,423724902;24,34802677
1764;2292;;2;Loam;;41,2277286;47,36537208;11,40689932;;22,92825316;18,51810807;5,919010854;3,359223301;5,572815534;13,14563107;10,6407767;8,485436893;41,2038835
1765;2292;;5;Loam;;48,7;41,7;9,666948162;;15,95042223;18,61014718;7,101874491;2,706766917;5,977443609;8,759398496;12,9887218;13,34586466;43,77819549
1766;2293;;2;Loam;;43,35528866;47,01265209;9,632059245;;23,20805502;18,81755802;4,987039055;1,935900194;3,957840396;6,194880619;12,15315122;12,58335126;36,82512368
1767;2293;;2;Loam;;45,2;42,8;12,06942515;;18,201757;19,7138055;4,849540256;7,105314386;2,608526377;4,925053533;9,869573681;10,51197197;35,02043995
1768;2294;;2;Loam sableux;;53,7;39,2;7,125440024;;20,63459785;14,13976248;4,42228845;1,783492327;3,857320614;6,781418499;8,979676483;7,486520116;28,88842804
1769;2295;;2;Sable loameux;;75,43818156;19,39475847;5,167059972;;10,61854261;6,400495973;2,375719888;5,529411765;3,058823529;4,156862745;6,098039216;9,568627451;28,41176471
1770;2295;;2;Sable loameux;;79,3;17;3,735033206;;6,889161309;7,316606007;2,770853148;6,908734053;2,060843965;3,493621197;14,62217861;21,62904809;48,71442591
1771;2296;;2;Loam sableux;;72,1;23,2;4,746256625;;14,00025483;6,409700504;2,780003178;1,083550914;2,114882507;13,81201044;40,79634465;13,56396867;71,37075718
1772;2297;;2;Sable loameux;;75,3;19,5;5,203463501;;8,488040091;7,919143329;3,088216686;2,912019827;1,135894259;11,40024783;37,58777365;17,82321355;70,85914911
1773;2298;;2;Loam sableux;;70,3;26;3,652094707;;14,27383031;8,957705706;2,792165547;1,477317296;1,333507648;5,59550268;30,69682311;31,04981043;70,15296117
1774;2299;;2;Loam;;48,63112758;42,75354505;8,615327363;;21,17463342;17,21474269;4,364168947;2,934761055;2,399365457;14,49534008;32,48066627;18,75867539;71,06880825
1775;2299;;2;Loam sableux;;56,3;36,4;7,372913026;;15,53953981;15,76621739;5,054622603;3,876438522;2,503533212;4,603270745;28,02342015;23,90470422;62,91136685
1776;2300;;2;Loam sableux;;57;33,33901313;9,631325195;;13,58273797;13,98773854;5,768536615;4,905284148;8,434695912;7,856430708;10,86739781;10,08973081;42,15353938
1777;2301;;2;Loam sableux;;58,35566126;32,11176011;9,532578631;;13,30692227;13,67740229;5,127435557;10,10432767;7,670015456;6,704018547;9,447449768;9,949768161;43,8755796
1778;2301;;2;Loam sableux;;63,2;29,21715257;7,544684648;;10,04572762;13,18458312;5,986841829;6,633048875;9,464701319;9,561675718;13,96431342;11,2102405;50,83397983
1779;2302;;2;Loam;;51,09087957;37,32719233;11,58192811;;16,97345086;14,73881078;5,614930683;4,847494553;10,78431373;14,13398693;15,59095861;7,475490196;52,83224401
1780;2302;;2;Loam sableux;;55,9;33,56349149;10,52501862;;12,95336389;14,33723724;6,272890356;8,409339657;11,47391463;12,31302444;13,58993068;6,858810653;52,64502007
1781;2303;;2;Loam;;42,8;41,36093455;15,84150466;;14,95695982;19,46925786;6,934716872;4,241457253;9,706156096;10,31777689;13,26951203;1,595532509;39,13043478
1782;2304;;2;Loam;;44,11941202;42,97228744;12,90830053;;17,58164538;17,52578404;7,864858024;7,294772411;8,646392367;9,00417412;11,07135758;10,01788909;46,03458557
1783;2304;;2;Loam;;49,6;40,83918344;9,526845496;;15,22511182;18,38558395;7,228487677;4,971948152;4,623718321;9,847165796;10,42754885;7,448249178;37,3186303
1784;2331;;2;;;;;;9,2;;;;2,062908497;3,00245098;8,598856209;14,68545752;8,067810458;36,41748366
1785;2332;;2;;;;;;;;;;7,122960605;3,203342618;7,938718663;12,99243932;6,068444091;37,32590529
1786;2333;;2;;;;;;;;;;;;;;;
1787;2334;;2;;;;;;6,8;;;;;;;;;
1788;2335;;2;;;;;;15,2;;;;;;;;;
1789;2336;;2;;;;;;7,6;;;;;;;;;
1790;2337;;2;;;;;;8,5;;;;;;;;;
1791;2338;;5;Loam sableux;;59,80020979;26,54924418;13,65054602;;8,60711838;10,41373053;7,528395278;;;;;;
1792;2338;;2;Loam sableux;;62,76481739;27,47527631;9,759906305;;8,583555644;10,45708843;8,434632232;;;;;;
1793;2339;;2;;;;;;8,4;;;;;;;;;
1794;2340;;2;;;;;;14,3;;;;;;;;;
1795;2341;;2;;;;;;4,7;;;;;;;;;
1796;2348;;2;;;;;;11,1;;;;;;;;;
1797;2349;;5;Loam;;47,40140088;34,6570161;17,94158302;;9,071434501;16,28684809;9,298733506;;;;;;
1798;2349;;2;Loam;;48,53273798;34,91877372;16,5484883;;10,20139088;14,6875774;10,02980544;;;;;;
1799;2350;;2;Loam sableux;;63,8;22,9;13,3;15,6;8,8;10,7;3,4;;;;;;
1800;2350;;2;Loam sableux;;75,26764123;16,49043156;8,24192721;;4,583046952;6,672585861;5,234798745;;;;;;
1801;2350;;5;Loam sableux;;75,8653115;16,23040247;7,904286032;;6,084071575;5,712181682;4,434149213;;;;;;
1802;2350;;2;Loam sableux;;75,9;16,2;7,9;;6,1;5,7;4,4;;;;;;
1803;2350;;5;Loam sableux;;77,27524165;14,52999775;8,194760593;;4,689590751;6,030962554;3,80944445;3,173431734;11,3099631;39,72324723;19,44649446;3,394833948;77,04797048
1804;2350;;5;Loam sableux;;77,3;14,5;8,2;;4,7;6;3,8;3,17;11,31;39,72;19,45;3,39;77,04797048
1805;2351;;5;Loam;;35;43,7;21,3;;11,1;24;8,6;;;;;;
1806;2351;;5;Loam;;35,03624786;43,66408779;21,29966435;;11,09052959;23,96940641;8,604151789;;;;;;
1807;2351;;2;Loam;;40,08127723;39,27813908;20,64058369;;9,420815781;21,52809542;8,329227887;;;;;;
1808;2351;;2;Loam;;40,1;39,3;20,6;;9,4;21,5;8,3;;;;;;
1809;2352;;2;Loam;;46,6;31,4;22;;8,1;13,7;9,6;;;;;;
1810;2352;;2;Loam;;46,63349408;31,37212064;21,99438528;;8,115697388;13,66221145;9,5942118;;;;;;
1811;2352;;5;Loam;;47,09141078;30,84064425;22,06794497;;8,416318297;13,42458161;8,999744347;;;;;;
1812;2352;;5;Loam;;47,1;30,8;22,1;;8,4;13,4;9;;;;;;
1813;2353;;5;Loam limoneux;;22,3;52,5;25,2;;16,3;20,5;15,8;;;;;;
1814;2353;;2;Loam limoneux;;22,31618507;52,49252798;25,19128695;;16,25735454;20,46677847;15,76839497;;;;;;
1815;2353;;5;Loam;;36,96280881;43,93941073;19,09778046;;13,22352551;18,59439527;12,12148996;;;;;;
1816;2353;;2;Loam;;37;43,9;19,1;;13,2;18,6;12,1;;;;;;
1817;2353;;5;Loam;;39,86893166;40,00224387;20,12882448;;15,36857919;19,21903541;5,414629267;;;;;;
1818;2353;;2;Loam;;39,9;40;20,1;;15,4;19,2;5,4;;;;;;
1819;2354;;5;Loam sableux;;64,34369483;21,70665019;13,94965498;;5,827294264;11,95779043;3,921565499;;;;;;
1820;2354;;5;Loam sableux;;64,3;21,7;13,9;;5,8;12;3,9;;;;;;
1821;2354;;2;Loam sableux;;64,34478184;20,7233931;14,93182506;;4,975563476;10,46316281;5,284666815;;;;;;
1822;2354;;2;Loam sableux;;64,3;20,7;14,9;17,8;5;10,5;5,3;;;;;;
1823;2356;;2;;;;;;5,4;;;;;;;;;
1824;2357;;2;Loam sableux;;69,8;27,7;2,5;3,5;18,9;6,1;2,6;;;;;;
1825;2357;;2;Loam sableux;;69,8094297;27,65445905;2,536111255;;18,92687093;6,120995722;2,606592393;;;;;;
1826;2357;;5;Loam sableux;;70,57485952;26,10312388;3,3220166;;17,54701222;5,72765815;2,828453509;;;;;;
1827;2357;;5;Loam sableux;;70,6;26,1;3,3;;17,5;5,7;2,8;;;;;;
1828;2358;;2;;;;;;3,6;;;;;;;;;
1829;2359;;5;Loam limoneux;;14,57359486;76,19836889;9,228036251;;28,14652712;31,94938839;16,10245339;;;;;;
1830;2359;;5;Loam limoneux;;14,6;76,2;9,2;;28,1;31,9;16,1;;;;;;
1831;2359;;2;Loam limoneux;;18,72384221;74,24663379;7,029524001;;28,17640492;31,95912741;14,11110146;;;;;;
1832;2359;;2;Loam limoneux;;18,7;74,2;7;;28,2;32;14,1;;;;;;
1833;2362;;2;Loam limoneux;;26,75505155;63,38187495;9,863073505;;41,19090377;16,59932621;5,591644973;;;;;;
1834;2362;;2;Loam limoneux;;26,8;63,4;9,9;;41,2;16,6;5,6;;;;;;
1835;2362;;5;out;;;;15,90717488;;;;6,139821541;;;;;;
1836;2364;;;;;;;;;2,899710029;29,7770223;45,14548545;;;;;;
1837;2364;;;;;;;;;3,905703726;32,17460793;42,99270802;;;;;;
1838;2364;;;;;;;;;4,160431009;34,89973062;42,03332336;9,089091091;1,859814019;88,77112289;;-0,773212496;98,9468155
1839;2364;;2;;;;;;5,2;;;;8,350814104;1,847967236;89,27180102;;-1,341583629;98,12899873
1840;2367;;5;Loam sableux;;47,85870016;47,7923295;4,348970334;;30,19415689;14,26970199;3,328470622;6,954005787;1,566397286;89,61388806;;-1,729921736;96,40436939
1841;2367;;5;Loam sableux;;47,9;47,8;4,3;;30,2;14,3;3,3;;;;;;
1842;2367;;2;Loam sableux;;53,86141338;42,61223892;3,5263477;;27,05028525;12,61918405;2,942769628;;;;;;
1843;2367;;2;Loam sableux;;53,9;42,6;3,5;;27,1;12,6;2,9;;;;;;
1844;2368;;2;;;;;;3,6;;;;;;;;;
1845;2369;;;;;;;;;;;;;;;;;
1846;2370;;2;;;;;;4,2;;;;;;;;;
1847;2371;;;;;;;;;;;;;;;;;
1848;2372;;;;;;;;;10,89257188;20,9365016;24,77036741;;;;;;
1849;2372;;;;;;;;;12,58357449;22,96178026;25,33679274;;;;;;
1850;2372;;;;;;;;;13,11213272;22,44653208;24,52528483;12,18051118;4,392971246;73,17292332;;3,236017822;92,98242357
1851;2372;;2;;;;;;7,3;;;;9,9091907;3,782057679;74,57339587;;1,384030853;89,6486751
1852;2373;;;;;;;;;1,269337564;6,902023007;25,27766759;11,49310414;3,91764941;75,49470318;;0,165692703;91,07114943
1853;2373;;;;;;;;;1,332670313;7,240179015;23,30183988;;;;;;
1854;2373;;;;;;;;;1,397205589;8,033932136;25,51896208;33,69694566;15,01388338;82,1598572;;0,230895933;131,1015822
1855;2373;;2;;;;;;4,9;;;;33,67478866;16,96668324;82,51616111;;-0,201774273;132,9558587
1856;2374;;;;;;;;;6,076961519;19,88005997;30,51474263;34,22155689;13,85229541;83,0239521;;-0,818399631;130,2794048
1857;2374;;;;;;;;;6,418716257;20,28594281;30,68386323;;;;;;
1858;2374;;;;;;;;;7,537738678;21,55353394;30,42087374;16,13193403;5,547226387;78,15092454;;1,32459023;101,1546752
1859;2374;;2;;;;;;5,9;;;;15,75684863;4,969006199;78,11437712;;1,370735954;100,2109679
1860;2375;;2;;;;;;4,6;;;;14,93551934;4,738578426;79,18624413;;0,017368527;98,87771042
1861;2377;;2;;;;;;5,6;;;;;;;;;
1861;2379;;5;Loam;;44,37809611;37,09946385;18,52244004;;15,70729674;11,46586255;9,926304561;;;;;;
1862;2379;;5;Loam;;44,4;37,1;18,5;;15,7;11,5;9,9;;;;;;
1863;2379;;2;Loam;;44,8;35,1;20,1;;15,1;11,8;8,2;;;;;;
1863;2379;;2;Loam;;44,80847389;35,12542465;20,06610146;;15,14674586;11,8027241;8,175954698;;;;;;
1864;2381;;2;;;;;;6,8;;;;;;;;;
1865;2384;;;;;;;;;0,718778077;2,316062693;18,24897674;;;;;;
1866;2384;;;;;;;;;0,699790063;2,239328202;18,28451465;;;;;;
1867;2384;;;;;;;;;0,739113064;2,317219337;18,73751498;42,94699012;10,43226515;74,66307278;;-3,929667005;124,112661
1868;2384;;2;;;;;;8,2;;;;43,27701689;9,897030891;74,3976807;;-3,560245957;124,0114825
1869;2386;;;;;;;;;0,509236146;2,096854718;24,91263105;42,99840192;9,538553736;74,33080304;;-3,467153447;123,4006052
1870;2386;;;;;;;;;0,566994927;2,039192281;28,79737392;;;;;;
1871;2386;;;;;;;;;0,518858511;2,185192576;25,98283776;57,13429855;4,722915627;89,3759361;;-1,494363043;149,7387872
1872;2386;;2;;;;;;4,5;;;;54,49119666;3,680493385;89,57525117;;-1,720703122;146,0262381
1873;2388;;;;;;;;;2,920071756;20,46043452;46,41219853;56,53562163;4,400319298;89,62282977;;-1,77473288;148,7840378
1874;2388;;;;;;;;;2,550109149;20,23218893;47,35066481;;;;;;
1875;2388;;;;;;;;;2,95970403;20,2479752;45,97540246;15,41758023;3,069563484;88,27984852;;-2,104844454;104,6621478
1876;2388;;2;;;;;;5,8;;;;15,08235761;3,115697559;88,33101806;;-2,164027364;104,3650459
1877;2389;;2;;;;;;5,2;;;;15,98840116;3,189681032;88,36116388;;-2,198894152;105,3403519
1878;2390;;2;Sable loameux;;80,20214142;15,04233876;4,755519819;;7,204701325;5,318439611;2,519197826;;;;;;
1879;2391;;;;;;;;4,5;;;;;;;;;
1880;2394;;2;;;;;;7;;;;0,327380952;0,833333333;4,146825397;58,9781746;16,28968254;80,57539683
1881;2395;;2;;;;;;2,5;;;;;;;;;
1882;2396;;2;;;;;;7,3;;;;;;;;;
1883;2397;;2;;;;;;4,5;;;;;;;;;
1884;2401;;2;Sable;;88,2835033;7,865606088;3,850890608;;2,942672074;4,035532727;0,887401286;;;;;;
1885;2403;;2;Sable;;90,34775843;5,863080629;3,789160946;;1,955439695;3,076887675;0,830753259;;;;;;
1886;2405;;2;Sable;;91,78453238;4,585897663;3,629569956;;1,823676972;1,328359013;1,433861678;2,994857316;25,75375618;39,60875265;15,74064737;3,267117072;87,36513058
1887;2405;;2;Sable;;91,8;4,6;3,6;;1,8;1,3;1,4;2,223545761;22,45384157;48,33234068;14,25451658;2,203692674;89,46793726
1888;2423;;2;Sable loameux;;85,00469736;10,3480658;4,647236836;;5,237874969;4,042366903;1,067823927;2,19;22,77;50,08;14,6;1,59;91,23
1889;2425;;2;Sable loameux;;82,48345211;12,23490448;5,281643409;;5,747258784;4,018962873;2,468682825;2,19;22,77;50,08;14,6;1,59;91,23
1890;2427;;2;Sable loameux;;82,58620378;11,97845276;5,43534346;;5,73951952;4,445511438;1,7934218;16,54806054;44,50235542;15,83642377;4,17961311;2,475694096;83,54214694
1891;2445;;2;Sable loameux;;84,56806352;10,66097611;4,770960366;;5,243725997;4,461170691;0,956079423;13,73137314;42,97429743;16,80168017;4,700470047;2,680268027;80,88808881
1892;2447;;2;Sable loameux;;82,10644016;12,45821638;5,43534346;;6,220266352;4,462550306;1,775399718;13,19347783;44,73056274;15,82819646;4,61324319;2,783853649;81,14933386
1893;2449;;2;Sable loameux;;84,16152218;11,233881;4,604596812;;5,181365034;3,972469526;2,080046444;1,186677304;7,708416434;29,23813323;34,12445154;11,33825289;83,59593139
1894;2467;;2;loam limoneux;;38,2813682;54,44361939;7,275012407;;32,43201763;17,40215715;4,609444612;1,29250348;8,570292305;29,60827202;30,66215948;11,40385763;81,53708491
1895;2469;;2;loam limoneux;;39,61964689;53,85774959;6,522603529;;30,80953989;16,39568894;6,652520763;1,567926962;9,774734544;33,34325692;28,75855909;9,715193014;83,15967054
1896;2471;;2;loam limoneux;;37,73177381;54,9010225;7,367203688;;34,71536918;15,6256723;4,559981023;0,460552663;0,86103324;2,543051662;11,113336;19,26311574;34,24108931
1897;2489;;2;loam;;42,809866;47,63337645;9,556757549;;22,2608038;17,87695845;7,495614208;0,340007556;0,812240272;2,002266717;11,1446921;18,51152248;32,81072913
