IDEN;No.inventory;Density_gPcm3;WB_perc;LOI_perc;Cactiv_mgPkg;C_perc;N_perc;S_perc
2479;14LEP03079;1.33;;;;0.9026;;
2480;14LEP03080;1.48;;;;2.351;;
2481;14LEP03081;1.01;;;;2.279;;
2482;14LEP03082;1.11;;;;2.21;;
2483;14LEP03083;1.12;;;;1.342;;
2484;14LEP03084;1.18;;;;1.954;;
2485;14LEP03085;1.14;;;;0.3908;;
2486;14LEP03086;1.24;;;;2.08;;
2487;14LEP03087;1.08;;;;0.7008;;
2488;14LEP03088;1.29;;;;2.229;;
2489;14LEP03089;1.38;;;;1.527;;
2490;14LEP03090;1.3;;;;2.57;;
2491;14LEP03091;1.04;;;;2.462;;
2492;14LEP03092;1.25;;;;2.882;;
2493;14LEP03093;1.09;;;;1.72;;
2494;14LEP03094;1.18;;;;2.711;;
2495;14LEP03095;0.94;;;;2.174;;
2496;14LEP03096;1.1;;;;2.524;;
2497;14LEP03097;1.08;;;;1.974;;
2498;14LEP03098;1.22;;;;2.461;;
2499;14LEP03099;1.12;;;;2.233;;
2500;14LEP03100;1.18;;;;1.891;;
2501;14LEP03101;1.38;;;;1.622;;
2502;14LEP03102;1.45;;;;1.6;;
2503;14LEP03103;1.14;;;;0.5484;;
2504;14LEP03104;1.54;;;;1.825;;
2505;14LEP03105;1.14;;;;0.554;;
2506;14LEP03106;1.55;;;;1.989;;
2507;14LEP03107;1.12;;;;0.8934;;
2508;14LEP03108;1.42;;;;1.989;;
2509;14LEP03109;1.12;;;;0.4318;;
2510;14LEP03110;1.47;;;;0.4699;;
2511;14LEP03111;1.34;;;;1.952;;
2512;14LEP03112;1.51;;;;2.009;;
2513;14LEP03113;1.18;;;;1.745;;
2514;14LEP03114;1.32;;;;3.276;;
2515;14LEP03115;1.22;;;;4.059;;
2516;14LEP03116;1.25;;;;3.367;;
2517;14LEP03117;1.41;;;;2.457;;
2518;14LEP03118;1.34;;;;2.342;;
2519;14LEP03119;1.27;;;;2.761;;
2520;14LEP03120;1.45;;;;2.168;;
2521;14LEP03121;1.35;;;;3.089;;
2522;14LEP03122;1.34;;;;2.561;;
2523;14LEP03123;1.32;;;;2.612;;
2524;14LEP03124;1.42;;;;2.543;;
2525;14LEP03125;1.37;;;;2.594;;
2526;14LEP03126;1.44;;;;2.551;;
2527;14LEP03127;1.43;;;;3.029;;
2528;14LEP03128;1.45;;;;3.058;;
2529;14LEP03129;1.4;;;;1.672;;
2530;14LEP03130;1.47;;;;2.155;;
2531;14LEP03131;1.25;;;;3.04;;
2532;14LEP03132;1.3;;;;3.131;;
2533;14LEP03133;1.48;;;;2.294;;
2534;14LEP03134;1.53;;;;1.269;;
2535;14LEP03135;1.45;;;;2.019;;
2536;14LEP03136;1.56;;;;1.779;;
2537;14LEP03137;1.31;;;;2.621;;
2538;14LEP03138;1.36;;;;3.081;;
2539;14LEP03139;1.08;;;;2.37;;
2540;14LEP03140;1.31;;;;1.305;;
2541;14LEP03141;1.14;;;;2.56;;
2542;14LEP03142;1.44;;;;1.83;;
2543;14LEP03143;1.17;;;;2.629;;
2544;14LEP03144;1.39;;;;2.495;;
2545;14LEP03145;1.18;;;;2.434;;
2546;14LEP03146;1.44;;;;1.202;;
2547;14LEP03147;1.02;;;;2.287;;
2548;14LEP03148;1.39;;;;1.966;;
2549;14LEP03149;1.52;;;;1.763;;
2550;14LEP03150;1.48;;;;1.322;;
2551;14LEP03151;1.23;;;;2.296;;
2552;14LEP03152;1.52;;;;1.285;;
2553;14LEP03153;0.91;;;;2.803;;
2554;14LEP03154;1.43;;;;1.78;;
2555;14LEP03155;1.37;;;;1.646;;
2556;14LEP03156;1.09;;;;2.788;;
2557;14LEP03157;0.99;;;;1.846;;
2558;14LEP03158;1.5;;;;1.709;;
2559;14LEP03159;1.25;;;;2.096;;
2560;14LEP03160;1.51;;;;1.469;;
2561;14LEP03161;1.2;;;;2.527;;
2562;14LEP03162;1.25;;;;2.038;;
2563;14LEP03163;1.23;;;;2.236;;
2564;14LEP03164;1.29;;;;2.121;;
2565;14LEP03165;1.26;;;;2.255;;
2566;14LEP03166;1.4;;;;1.714;;
2567;14LEP03167;1.32;;;;2.875;;
2568;14LEP03168;1.38;;;;2.781;;
2569;14LEP03169;1.25;;;;3.349;;
2570;14LEP03170;1.62;;;;2.343;;
2571;14LEP03171;1.2;;;;3.245;;
2572;14LEP03172;1.38;;;;2.8;;
2573;14LEP03173;1.31;;;;3.447;;
2574;14LEP03174;1.37;;;;3.102;;
2575;14LEP03175;1.25;;;;3.234;;
2576;14LEP03176;1.42;;;;2.112;;
2577;14LEP03177;1.27;;;;2.806;;
2578;14LEP03178;1.38;;;;1.12;;
2579;14LEP03179;1.29;;;;3.031;;
2580;14LEP03180;1.37;;;;2.852;;
2581;14LEP03181;1.23;;;;2.935;;
2582;14LEP03182;1.27;;;;1.811;;
2583;14LEP03183;1.23;;;;2.705;;
2584;14LEP03184;1.21;;;;2.311;;
2585;14LEP03185;1.17;;;;3.015;;
2586;14LEP03186;1.35;;;;1.596;;
2587;14LEP03187;1.29;;;;2.383;;
2588;14LEP03188;1.46;;;;1.76;;
2589;14LEP03189;1.08;;;;2.642;;
2590;14LEP03190;1.09;;;;2.849;;
2591;14LEP03191;1.03;;;;2.934;;
2592;14LEP03192;1.21;;;;1.854;;
2593;14LEP03193;1.18;;;;1.812;;
2594;14LEP03194;1.15;;;;1.942;;
2595;14LEP03195;1.35;;;;2.073;;
2596;14LEP03196;1.49;;;;1.581;;
2597;14LEP03197;1.3;;;;2.472;;
2598;14LEP03198;1.42;;;;2.044;;
2599;14LEP03199;1.28;;;;2.475;;
2600;14LEP03200;1.39;;;;2.109;;
2601;14LEP03201;1.32;;;;1.443;;
2602;14LEP03202;1.42;;;;2.511;;
2603;14LEP03203;1.23;;;;2.378;;
2604;14LEP03204;1.38;;;;1.903;;
2605;14LEP03205;1.32;;;;2.356;;
2606;14LEP03206;1.45;;;;2.045;;
2607;14LEP03207;1.36;;;;2.239;;
2608;14LEP03208;1.4;;;;1.839;;
2609;14LEP03209;1.28;;;;2.115;;
2610;14LEP03210;1.41;;;;1.838;;
2611;14LEP03211;1.31;;;;2.202;;
2612;14LEP03212;1.48;;;;2.237;;
2613;14LEP03213;1.36;;;;2.686;;
2614;14LEP03214;1.36;;;;2.042;;
2615;14LEP03215;1.23;;;;2.46;;
2616;14LEP03216;1.4;;;;2.185;;
2617;14LEP03217;1.18;;;;2.524;;
2618;14LEP03218;1.29;;;;2.345;;
2619;14LEP03219;1.1;;;;2.318;;
2620;14LEP03220;1.23;;;;1.533;;
2621;14LEP03221;1.12;;;;2.159;;
2622;14LEP03222;1.34;;;;0.939;;
2623;14LEP03223;1.16;;;;2.434;;
2624;14LEP03224;1.21;;;;2.247;;
2625;14LEP03225;1.13;;;;2.635;;
2626;14LEP03226;1.28;;;;2.204;;
2627;14LEP03227;1.21;;;;2.701;;
2628;14LEP03228;1.19;;;;1.974;;
2629;14LEP03229;1.14;;;;2.195;;
2630;14LEP03230;1.24;;;;1.795;;
2631;14LEP03231;1.21;;;;2.295;;
2632;14LEP03232;1.21;;;;1.574;;
2633;14LEP03233;1.23;;;;2.549;;
2634;14LEP03234;1.25;;;;1.705;;
2635;14LEP03235;1.17;;;;2.369;;
2636;14LEP03236;1.13;;;;1.431;;
2637;14LEP03237;1.11;;;;3.12;;
2638;14LEP03238;1.17;;;;1.421;;
2639;14LEP03239;1.2;;;;2.192;;
2640;14LEP03240;1.31;;;;1.874;;
2641;14LEP03241;1.15;;;;2.173;;
2642;14LEP03242;1.28;;;;1.849;;
2643;14LEP03243;1.15;;;;2.356;;
2644;14LEP03244;1.26;;;;2.05;;
2645;14LEP03245;1.14;;;;2.603;;
2646;14LEP03246;1.25;;;;2.353;;
2647;14LEP03247;1.11;;;;2.63;;
2648;14LEP03248;1.09;;;;1.492;;
2649;14LEP03249;1.14;;;;2.455;;
2650;14LEP03250;1.18;;;;1.918;;
2651;14LEP03251;1.18;;;;2.144;;
2652;14LEP03252;1.35;;;;1.618;;
2653;14LEP03253;1.2;;;;2.257;;
2654;14LEP03254;1.45;;;;0.8786;;
2655;14LEP03255;1.31;;;;2.345;;
2656;14LEP03256;1.37;;;;1.487;;
2657;14LEP03257;1.12;;;;2.278;;
2658;14LEP03258;1.27;;;;1.339;;
2659;14LEP03259;1.12;;;;2.412;;
2660;14LEP03260;1.15;;;;1.473;;
2661;14LEP03261;1.18;;;;2.682;;
2662;14LEP03262;1.24;;;;0.882;;
2663;14LEP03263;1.28;;;;2.657;;
2664;14LEP03264;1.4;;;;1.3;;
2665;14LEP03265;1.22;;;;2.458;;
2666;14LEP03266;1.37;;;;1.819;;
2667;14LEP03267;1.15;;;;2.563;;
2668;14LEP03268;1.18;;;;1.518;;
2669;14LEP03269;1.13;;;;2.849;;
2670;14LEP03270;1.18;;;;1.949;;
2671;14LEP03271;1.18;;;;2.534;;
2672;14LEP03272;1.3;;;;1.549;;
2673;14LEP03273;1.17;;;;2.841;;
2674;14LEP03274;1.27;;;;1.569;;
2675;14LEP03275;1.29;;;;2.178;;
2676;14LEP03276;1.29;;;;1.855;;
2677;14LEP03277;1.29;;;;2.134;;
2678;14LEP03278;0.98;;;;2.285;;
2679;14LEP03279;0.9;;;;2.344;;
2680;14LEP03280;1.07;;;;3.169;;
2681;14LEP03281;0.87;;;;2.842;;
2682;14LEP03282;0.84;;;;3.169;;
2683;14LEP03283;1.22;;;;2.46;;
2684;14LEP03284;1.03;;;;2.367;;
2685;14LEP03285;1.04;;;;2.229;;
2686;14LEP03286;1.37;;;;2.664;;
2687;14LEP03287;1.25;;;;2.388;;
2688;14LEP03288;1.39;;;;1.83;;
2689;14LEP03289;;;;;2.182;;
2690;14LEP03290;;;;;1.341;;
2691;14LEP03291;;;;;2.277;;
2692;14LEP03292;;;;;1.295;;
2693;14LEP03293;;;;;1.545;;
2694;14LEP03294;;;;;2.261;;
2695;14LEP03295;;;;;1.755;;
2696;14LEP03296;;;;;1.121;;
2697;14LEP03297;;;;;2.059;;
2698;14LEP03298;;;;;1.478;;
2699;14LEP03299;;;;;2.047;;
2700;14LEP03300;;;;;1.331;;
2701;14LEP03301;;;;;2.288;;
2702;14LEP03302;;;;;1.334;;
2703;14LEP03303;;;;;2.462;;
2704;14LEP03304;;;;;1.621;;
2705;14LEP03305;;;;;2.234;;
2706;14LEP03306;;;;;1.156;;
2707;14LEP03307;;;;;1.543;;
2708;14LEP03308;;;;;1.999;;
2709;14LEP03309;;;;;1.413;;
2710;14LEP03310;;;;;2.303;;
2711;14LEP03311;;;;;1.429;;
2712;14LEP03312;;;;;2.218;;
2713;14LEP03313;;;;;2.304;;
2714;14LEP03314;;;;;2.409;;
2715;14LEP03315;;;;;1.54;;
2716;14LEP03316;;;;;1.848;;
2717;14LEP03317;;;;;2.12;;
2718;14LEP03318;;;;;2.415;;
2719;14LEP03319;;;;;1.28;;
2720;14LEP03320;;;;;2.382;;
2721;14LEP03321;;;;;1.863;;
2722;14LEP03322;;;;;1.605;;
2723;14LEP03323;;;;;2.578;;
2724;14LEP03324;;;;;1.628;;
2725;14LEP03325;;;;;2.64;;
2726;14LEP03326;;;;;1.291;;
2727;14LEP03327;;;;;1.895;;
2728;14LEP03328;;;;;1.393;;
2729;14LEP03329;;;;;1.908;;
2730;14LEP03330;;;;;1.879;;
2731;14LEP03331;;;;;2.497;;
2732;14LEP03332;;;;;1.957;;
2733;14LEP03333;;;;;2.605;;
2734;14LEP03334;;;;;1.779;;
2735;14LEP03335;;;;;2.24;;
2736;14LEP03336;;;;;1.403;;
2737;14LEP03337;;;;;2.02;;
2738;14LEP03338;;;;;1.492;;
2739;14LEP03339;;;;;2.175;;
2740;14LEP03340;;;;;1.767;;
2741;14LEP03341;;;;;1.888;;
2742;14LEP03342;;;;;1.168;;
2743;14LEP03343;;;;;1.271;;
2744;14LEP03344;;;;;1.682;;
2745;14LEP03345;;;;;2.159;;
2746;14LEP03346;;;;;1.333;;
2747;14LEP03347;;;;;2.179;;
2748;14LEP03348;;;;;2.153;;
2749;14LEP03349;;;;;2.032;;
2750;14LEP03350;;;;;0.7378;;
2751;14LEP03351;;;;;1.746;;
2752;14LEP03352;;;;;1.015;;
2753;14LEP03353;;;;;2.192;;
2754;14LEP03354;;;;;1.036;;
2755;14LEP03355;;;;;2.295;;
2756;14LEP03356;;;;;1.237;;
2757;14LEP03357;;;;;2.526;;
2758;14LEP03358;;;;;0.9268;;
2759;14LEP03359;;;;;2.662;;
2760;14LEP03360;;;;;1.707;;
2761;14LEP03361;;;;;2.359;;
2762;14LEP03362;;;;;1.683;;
2763;14LEP03363;;;;;2.083;;
2764;14LEP03364;;;;;0.9659;;
2765;14LEP03365;;;;;2.245;;
2766;14LEP03366;;;;;1.623;;
2767;14LEP03367;;;;;2.524;;
2768;14LEP03368;;;;;1.47;;
2769;14LEP03369;;;;;2.088;;
2770;14LEP03370;;;;;1.212;;
2771;14LEP03371;;;;;2.099;;
2772;14LEP03372;;;;;1.556;;
2773;14LEP03373;;;;;2.1;;
2774;14LEP03374;;;;;0.9462;;
2775;14LEP03375;;;;;2.291;;
2776;14LEP03376;;;;;1.409;;
2777;14LEP03377;;;;;2.351;;
2778;14LEP03378;;;;;1.101;;
2779;14LEP03379;;;;;2.192;;
2780;14LEP03380;;;;;2.029;;
2781;14LEP03381;;;;;2.326;;
2782;14LEP03382;;;;;2.119;;
2783;14LEP03383;;;;;2.095;;
2784;14LEP03384;;;;;2.187;;
2785;14LEP03385;;;;;1.88;;
2786;14LEP03386;;;;;2.281;;
2787;14LEP03485;1.25;;;;1.474;;
2788;14LEP03486;1.36;;;;1.71;;
2789;14LEP03487;1.29;;;;1.502;;
2790;15PP00101;;;;;;;
2791;15PP00102;;;;;;;
2792;15PP00103;;;;;;;
2793;16ML0001;;;;;4.66;;
2794;16ML0002;;;;;1.75;;
2795;16ML0003;;;;;2.88;;
2796;16ML0004;;;;;4.24;;
2797;16ML0005;;;;;3.05;;
2798;16ML0006;;;;;2.42;;
2799;16ML0007;;;;;2.14;;
2800;16ML0008;;;;;2.79;;
2801;16ML0009;;;;;1.79;;
2802;16ML0010;;;;;4.76;;
2803;16ML0011;;;;;3.23;;
2804;16ML0012;;;;;2.23;;
2805;16ML0013;;;;;2.08;;
2806;16ML0014;;;;;2.72;;
2807;16ML0015;;;;;1.21;;
2808;17CET0001;;;;;;;
2809;17CET0002;;;;199.382;1.962;;
2810;17CET0003;;;;252.428;2.022;;
2811;17CET0004;;;;223.632;2.076;;
2812;17CET0005;;;;237.272;2.216;;
2813;17CET0006;;;;232.726;1.809;;
2814;17CET0007;;;;214.538;2.487;;
2815;17CET0008;;;;211.507;2.072;;
2816;17CET0009;;;;;;;
2817;17CET0010;;;;250.913;2.196;;
2818;17CET0011;;;;308.506;2.2;;
2819;17CET0012;;;;170.586;1.437;;
2820;17CET0013;;;;282.74;2.557;;
2821;17CET0014;;;;272.131;2.382;;
2822;17CET0015;;;;241.819;2.637;;
2823;17CET0016;;;;316.084;2.678;;
2824;17CET0017;;;;335.786;2.387;;
2825;17CET0018;;;;;;;
2826;17CET0019;;;;276.678;2.385;;
2827;17CET0020;;;;288.803;2.514;;
2828;17CET0021;;;;253.944;2.03;;
2829;17CET0022;;;;311.537;2.555;;
2830;17CET0023;;;;291.834;2.389;;
2831;17CET0024;;;;314.568;2.497;;
2832;17CET0025;;;;276.678;2.335;;
2833;17CET0026;;;;510.08;4.493;;
2834;17CET0027;;;;;;;
2835;17CET0028;;;;276.678;3.884;;
2836;17CET0029;;;;305.474;3.62;;
2837;17CET0030;;;;393.379;3.663;;
2838;17CET0031;;;;373.676;3.86;;
2839;17CET0032;;;;325.177;3.728;;
2840;17CET0033;;;;305.474;3.674;;
2841;17CET0034;;;;287.287;3.667;;
2842;17CET0035;;;;;;;
2843;17CET0036;;;;282.74;4.009;;
2844;17CET0037;;;;270.616;3.684;;
2845;17CET0038;;;;328.208;3.976;;
2846;17CET0039;;;;329.724;3.43;;
2847;17CET0040;;;;263.038;2.772;;
2848;17CET0041;;;;253.944;3.06;;
2849;17CET0042;;;;275.162;3.144;;
2850;17CET0043;;;;;;;
2851;17CET0044;;;;303.959;4.179;;
2852;17CET0045;;;;258.491;3.753;;
2853;17CET0046;;;;340.333;4.098;;
2854;17CET0047;;;;319.115;4.13;;
2855;17CET0048;;;;296.381;3.633;;
2856;17CET0049;;;;288.803;3.649;;
2857;17CET0050;;;;273.647;3.117;;
2858;17CET0051;;;;;;;
2859;17CET0052;;;;290.318;4.198;;
2860;17CET0053;;;;314.568;4.188;;
2861;17CET0054;;;;337.302;3.758;;
2862;17CET0055;;;;313.052;3.338;;
2863;17CET0056;;;;293.35;3.306;;
2864;17CET0057;;;;282.74;3.408;;
2865;17CET0058;;;;275.162;3.385;;
2866;17CET0059;;;;;;;
2867;17CET0060;;;;;;;
2868;17CET0061;;;;388.832;2.345;;
2869;17CET0062;;;;347.911;1.943;;
2870;17CET0063;;;;358.52;2.111;;
2871;17CET0064;;;;378.223;2.06;;
2872;17CET0065;;;;358.52;2.109;;
2873;17CET0066;;;;344.88;2.13;;
2874;17CET0067;;;;294.865;2.062;;
2875;17CET0068;;;;314.568;1.97;;
2876;17CET0069;;;;360.036;1.979;;
2877;17CET0070;;;;376.708;2.091;;
2878;17CET0071;;;;361.552;2.037;;
2879;17CET0072;;;;369.13;2.077;;
2880;17CET0073;;;;397.926;2.001;;
2881;17CET0074;;;;332.755;1.943;;
2882;17CET0075;;;;294.865;2.193;;
2883;17CET0076;;;;305.474;2.028;;
2884;17CET0077;;;;363.067;2.041;;
2885;17CET0078;;;;355.489;3.083;;
2886;17CET0079;;;;340.333;2.66;;
2887;17CET0080;;;;335.786;2.313;;
2888;17CET0081;;;;331.24;2.518;;
2889;17CET0082;;;;317.599;2.589;;
2890;17CET0083;;;;329.724;2.554;;
2891;17CET0084;;;;296.381;2.917;;
2892;17CET0085;;;;329.724;2.774;;
2893;17CET0086;;;;338.818;2.265;;
2894;17CET0087;;;;357.005;2.11;;
2895;17CET0088;;;;355.489;2.147;;
2896;17CET0089;;;;293.35;2.059;;
2897;17CET0090;;;;297.896;2.002;;
2898;17CET0091;;;;355.489;2.159;;
2899;17CET0092;;;;300.928;2.091;;
2900;17CET0093;;;;;;;
2901;17CET0094;;;;363.067;2.305;;
2902;17CET0095;;;;381.254;1.967;;
2903;17CET0096;;;;394.895;1.935;;
2904;17CET0097;;;;393.379;1.911;;
2905;17CET0098;;;;388.832;1.991;;
2906;17CET0099;;;;384.286;1.884;;
2907;17CET0100;;;;357.005;1.953;;
2908;17CET0101;;;;388.832;1.813;;
2909;17CET0102;;;;381.254;1.964;;
2910;17CET0103;;;;397.926;3.11;;
2911;17CET0104;;;;387.317;2.783;;
2912;17CET0105;;;;394.895;2.372;;
2913;17CET0106;;;;411.566;2.481;;
2914;17CET0107;;;;411.566;2.728;;
2915;17CET0108;;;;381.254;2.495;;
2916;17CET0109;;;;347.911;2.445;;
2917;17CET0110;;;;357.005;2.731;;
2918;17CET0111;;;;387.317;2.416;;
2919;17CET0112;;;;393.379;2.939;;
2920;17CET0113;;;;388.832;2.529;;
2921;17CET0114;;;;375.192;2.392;;
2922;17CET0115;;;;402.473;2.372;;
2923;17CET0116;;;;378.223;2.155;;
2924;17CET0117;;;;352.458;2.481;;
2925;17CET0118;;;;343.364;2.791;;
2926;17CET0119;;;;376.708;2.662;;
2927;17CET0120;;;;358.52;2.856;;
2928;17CET0121;;;;373.676;2.558;;
2929;17CET0122;;;;370.645;2.35;;
2930;17CET0123;;;;372.161;2.71;;
2931;17CET0124;;;;428.238;2.305;;
2932;17CET0125;;;;346.396;2.225;;
2933;17CET0126;;;;;;;
2934;17CET0127;;;;334.271;2.082;;
2935;17CET0128;;;;347.911;2.604;;
2936;17CET0129;;;;299.412;2.331;;
2937;17CET0130;;;;294.865;2.003;;
2938;17CET0131;;;;261.522;2.44;;
2939;17CET0132;;;;370.645;2.569;;
2940;17CET0133;;;;349.427;2.288;;
2941;17CET0134;;;;293.35;1.92;;
2942;17CET0135;;;;299.412;2.12;;
2943;17CET0136;;;;350.942;2.19;;
2944;17CET0137;;;;375.192;2.393;;
2945;17CET0138;;;;317.599;1.86;;
2946;17CET0139;;;;310.021;2.411;;
2947;17CET0140;;;;334.271;2.339;;
2948;17CET0141;;;;429.754;2.312;;
2949;17CET0142;;;;349.427;2.019;;
2950;17CET0143;;;;399.442;2.506;;
2951;17CET0144;;;;367.614;2.612;;
2952;17CET0145;;;;369.13;2.73;;
2953;17CET0146;;;;326.693;2.266;;
2954;17CET0147;;;;349.427;2.427;;
2955;17CET0148;;;;379.739;2.51;;
2956;17CET0149;;;;375.192;2.046;;
2957;17CET0150;;;;366.098;2.367;;
2958;17CET0151;;;;352.458;2.11;;
2959;17CET0152;;;;341.849;2.279;;
2960;17CET0153;;;;316.084;1.718;;
2961;17CET0154;;;;303.959;2.167;;
2962;17CET0155;;;;341.849;2.413;;
2963;17CET0156;;;;308.506;2.054;;
2964;17CET0157;;;;346.396;1.79;;
2965;17CET0158;;;;310.021;2.024;;
2966;17CET0159;;;;;;;
2967;17CET0160;;;;305.474;2.162;;
2968;17CET0161;;;;297.896;1.775;;
2969;17CET0162;;;;300.928;1.826;;
2970;17CET0163;;;;328.208;2.086;;
2971;17CET0164;;;;313.052;1.812;;
2972;17CET0165;;;;317.599;1.985;;
2973;17CET0166;;;;319.115;1.904;;
2974;17CET0167;;;;349.427;2.157;;
2975;17CET0168;;;;360.036;1.952;;
2976;17CET0169;;;;322.146;2.076;;
2977;17CET0170;;;;364.583;2.26;;
2978;17CET0171;;;;344.88;1.972;;
2979;17CET0172;;;;331.24;1.674;;
2980;17CET0173;;;;353.974;2.076;;
2981;17CET0174;;;;334.271;2.83;;
2982;17CET0175;;;;352.458;2.221;;
2983;17CET0176;;;;358.52;2.048;;
2984;17CET0177;;;;334.271;2.512;;
2985;17CET0178;;;;341.849;2.768;;
2986;17CET0179;;;;331.24;1.877;;
2987;17CET0180;;;;341.849;2.278;;
2988;17CET0181;;;;341.849;2.445;;
2989;17CET0182;;;;361.552;2.568;;
2990;17CET0183;;;;340.333;2.549;;
2991;18LK0001;;;4.03;;;;
2992;18LK0002;;;4.86;;;;
2993;18LK0003;;;3.89;;;;
2994;18LK0004;;;19.94;;;;
2995;18LK0005;;;5.91;;;;
2996;18LK0006;;;;;;;
2997;18LK0007;;;;;;;
2998;18LK0008;;;;;;;
2999;18LK0009;;;11.4;;;;
3000;02LEP0701;;;3.27;;;;
3001;02LEP0702;;;4.21;;;;
3002;02LEP0703;;;4.81;;;;
3003;02LEP0704;;;2.07;;;;
3004;02LEP0705;;;3.87;;;;
3005;02LEP0706;;;3.41;;;;
3006;02LEP0707;;;3.41;;;;
3007;02LEP0708;;;2.34;;;;
3008;02LEP0709;;;5.08;;;;
3009;02LEP0710;;;4.81;;;;
3010;02LEP0711;;;5.08;;;;
3011;02LEP0712;;;5.01;;;;
3012;02LEP0713;;;3.41;;;;
3013;02LEP0714;;;4.07;;;;
3014;02LEP0715;;;4.27;;;;
3015;02LEP0716;;;3.67;;;;
3016;02LEP0717;;;3.67;;;;
3017;02LEP0718;;;3.54;;;;
3018;02LEP0719;;;2.87;;;;
3019;14LEP4000;;;;;2.0926;;
3020;14LEP4001;;;;;2.2557;;
3021;14LEP4002;;;;;2.4283;;
3022;14LEP4003;;;;;2.7026;;
3023;14LEP4004;;;;;2.2332;;
3024;14LEP4005;;;;;2.4191;;
3025;14LEP4006;;;;;1.8556;;
3026;14LEP4007;;;;;1.7686;;
3027;14LEP4008;;;;;1.8412;;
3028;14LEP4009;;;;;1.8202;;
3029;14LEP4010;;;;;1.5847;;
3030;14LEP4011;;;;;2.0593;;
3031;14LEP4012;;;;;2.0644;;
3032;14LEP4013;;;;;2.1349;;
3033;14LEP4014;;;;;2.0139;;
3034;14LEP4015;;;;;1.9703;;
3035;14LEP4016;;;;;1.8826;;
3036;14LEP4017;;;;;1.5306;;
3037;14LEP4018;;;;;4.2735;;
3038;14LEP4019;;;;;4.2145;;
3039;14LEP4020;;;;;3.6887;;
3040;14LEP4021;;;;;3.5907;;
3041;14LEP4022;;;;;3.8222;;
3042;14LEP4023;;;;;3.7034;;
3043;14LEP4024;;;;;3.48;;
3044;14LEP4025;;;;;2.5684;;
3045;14LEP4026;;;;;2.8049;;
3046;14LEP4027;;;;;1.2231;;
3047;14LEP4028;;;;;2.428;;
3048;14LEP4029;;;;;1.5414;;
3049;14LEP4030;;;;;2.9517;;
3050;14LEP4031;;;;;2.9981;;
3051;14LEP4032;;;;;2.6151;;
3052;14LEP4033;;;;;2.5756;;
3053;14LEP4034;;;;;2.2487;;
3054;14LEP4035;;;;;2.4122;;
3055;14LEP4036;;;;;2.1364;;
3056;14LEP4037;;;;;2.6811;;
3057;14LEP4038;;;;;1.9045;;
3058;14LEP4039;;;;;1.7289;;
3059;14LEP4040;;;;;1.9531;;
3060;14LEP4041;;;;;1.7856;;
3061;14LEP4042;;;;;2.7652;;
3062;14LEP4043;;;;;2.5274;;
3063;14LEP4044;;;;;1.945;;
3064;14LEP4045;;;;;1.9557;;
3065;14LEP4046;;;;;1.7556;;
3066;14LEP4047;;;;;1.4866;;
3067;14LEP4048;;;;;2.8498;;
3068;14LEP4049;;;;;2.5846;;
3069;14LEP4050;;;;;2.632;;
3070;14LEP4051;;;;;2.2824;;
3071;14LEP4052;;;;;1.7548;;
3072;14LEP4053;;;;;1.4263;;
3073;14LEP4054;;;;;1.9177;;
3074;14LEP4055;;;;;1.9425;;
3075;14LEP4056;;;;;2.5278;;
3076;14LEP4057;;;;;2.5368;;
3077;14LEP4058;;;;;2.6833;;
3078;14LEP4059;;;;;2.2306;;
3079;14LEP4060;;;;;2.1076;;
3080;14LEP4061;;;;;0.7171;;
3081;14LEP4062;;;;;2.9777;;
3082;14LEP4063;;;;;2.4549;;
3083;14LEP4064;;;;;2.5978;;
3084;14LEP4065;;;;;2.7264;;
3085;14LEP4066;;;;;2.23;;
3086;14LEP4067;;;;;1.1681;;
3087;14LEP4068;;;;;2.4811;;
3088;14LEP4069;;;;;1.7377;;
3089;14LEP4070;;;;;1.8933;;
3090;14LEP4071;;;;;1.8379;;
3091;14LEP4072;;;;;2.1648;;
3092;14LEP4073;;;;;1.798;;
3093;14LEP4074;;;;;2.3212;;
3094;14LEP4075;;;;;2.0217;;
3095;14LEP4076;;;;;2.636;;
3096;14LEP4077;;;;;2.3728;;
3097;14LEP4078;;;;;2.3232;;
3098;14LEP4079;;;;;2.3328;;
3099;14LEP4080;;;;;2.5932;;
3100;14LEP4081;;;;;2.1967;;
3101;14LEP4082;;;;;2.1902;;
3102;14LEP4083;;;;;1.9079;;
3103;14LEP4084;;;;;2.1302;;
3104;14LEP4085;;;;;1.3331;;
3105;14LEP4086;;;;;2.2275;;
3106;14LEP4087;;;;;1.9264;;
3107;14LEP4088;;;;;2.4706;;
3108;14LEP4089;;;;;1.1781;;
3109;14LEP4090;;;;;1.9919;;
3110;14LEP4091;;;;;1.5669;;
3111;14LEP4092;;;;;4.3393;;
3112;14LEP4093;;;;;4.5801;;
3113;14LEP4094;;;;;4.0244;;
3114;14LEP4095;;;;;1.6733;;
3115;14LEP4096;;;;;2.304;;
3116;14LEP4097;;;;;2.8087;;
3117;14LEP4098;;;;;2.8504;;
3118;14LEP4099;;;;;1.4296;;
3119;14LEP4100;;;;;2.622;;
3120;14LEP4101;;;;;2.5843;;
3121;14LEP4102;;;;;3.3459;;
3122;14LEP4103;;;;;3.2377;;
3123;14LEP4104;;;;;2.8731;;
3124;14LEP4105;;;;;2.4479;;
3125;14LEP4106;;;;;2.6177;;
