IDEN;IDEN_2;DepthLow_cm;DepthHigh_cm;OM_WB_perc;OM_LOI_perc;C_active_perc;C_perc;S_perc;N_perc;pHCaCl2;pHWater;pHKCl;pHSMP;P_M3_mgPkg;K_M3_mgPkg;Ca_M3_mgPkg;Mg_M3_mgPkg;Mn_M3_mgPkg;Zn_M3_mgPkg;Cu_M3_mgPkg;Al_M3_mgPkg;Fe_M3_mgPkg;CEC_NH4OAc_meqP100g;CEC_bases_meqP100g;CEC_pHSMP;NO3Wet_mgPkg;NO3_mgPkg;NH4_mgPkg
2336;;;;;3.746;;2.447;0.01792;0.2232;4.48;5.24;;5.97;;340.05;617.5;102;;;;1595;;11.8;;;;;
2397;;;;;1.417;;1.33;0.02203;0.1324;4.49;4.92;;6.49;;41.75;395;66;;;;1113;;6.4;;;;;
61;02LEP00424;0;20;5.14;;;3.131;0.02898;0.129;4.5;;;5.98;37.07;88.26;555.8;29.45;6.82;4.62;0.76;2155.55;200.44;;;;;;
762;14LEP00014;0;20;;;;1.915;0.06262;0.07229;4.5;4.18;;6.41;69.25;50.4;154.47;6.96;10.75;4.39;2.31;1672.43;131.69;10.641;;10.77;;;
315;01LEP00579;30;60;;;;;;;4.51;4.39;;;61.17;62.4;120;7;;;;2146;;;;;;;
471;01LEP00129;30;60;;;;;;;4.51;;;;230;8.7;75;6;;;;2598;;;;;;;
537;09LEPinc0102;0;20;;;;3.735;0.088305;0.2371;4.51;;;;52.85;57.95;291.66;33.9;9.85;5.22;1.35;2170.19;224.23;;;;;;
763;14LEP00015;0;20;;;;1.275;0.05146;0.04906;4.51;4.37;;6.32;100.45;48.93;112.75;5.81;9.31;3.81;2.1;1556.41;133.06;9.744;;11.36;;;
764;14LEP00016;0;20;;;;3.91;0.08578;0.2602;4.51;4.29;;6.13;74.25;124.44;278.18;21.85;15.98;6.44;3.62;1840.67;177.79;18.291;22.49;14.22;;;
1203;14LEP01273;0;20;;;;2.311;0.01746;0.2633;4.51;;;;79.01;137.29;405.49;44.44;27.47;1.27;0.24;1192.99;211.45;;;;;;
2391;;;;;3.294;;2.202;0.02543;0.1487;4.51;4.85;;6.22;;125.65;422.5;49;;;;1714;;9.8;;;;;
289;01LEP00525;30;60;;;;;;;4.52;4.89;;;40.5;286.7;1163;84;;;;1836;;;;;;;
456;01LEP00084;30;60;;;;;;;4.52;;;;1110;3.4;52;4;;;;2471;;;;;;;
484.03;01LEP00177;;;;;;;;;4.52;;;;2190;24.7;567;42;;;;2317;;;;;;;
565;10LEP00115;0;20;;;;5.541;;;4.52;;;;31.59;;;;;;;1720.3;84.42;;;;;;
766;14LEP00018;0;20;;;;4.4;0.1014;0.2428;4.52;4.27;;6.05;59.78;171.26;287.91;21.38;15.51;6.36;3.15;1725.67;144.61;18.462;;15.11;;;
937;14LEP01006;0;20;;;;2.406;0.02199;0.173;4.52;;;;166.14;45.82;272.14;37.59;13.39;5.73;1.33;2022.14;131.45;;;;16.615;;
1606;14LEP02406;0;20;;;;1.61;0.00587;0.1129;4.52;;;;101.49;102.37;188.26;18.68;29.33;0.87;0.39;1445.94;204.06;;;;;;
2374;;;;;3.388;;2.132;0.02541;0.173;4.52;5.16;;6.1;;68.4;220.5;37;;;;2002.5;;13.5;;;;;
292;01LEP00531;30;60;;;;;;;4.53;4.73;;;98.92;282.6;1511;128;;;;1822;;;;;;;
294;01LEP00535;30;60;;;;;;;4.53;4.77;;;36.83;95.7;184;32;;;;1935;;;;;;;
410;01LEP00122;15;30;3.03;;;1.871;0.01226;0.1076;4.53;;;;22.49;11.7;167;14;;;;2282;;;;;;;
652;11JG00127;0;20;;;;3.251;0.03879;0.1613;4.53;;;;108.56;55.12;1168.92;59.02;8.98;0.85;2.15;741.15;330.59;;;;;26.02;
197;01LEP00528;0;30;3.1;;;2.246;0.0137;0.2017;4.54;4.64;;6.15;83.08;317.3;1254;158.6;;;;1645.1;;;;;;;
950;14LEP01019;0;20;;;;3.63;0.03889;0.211;4.54;;;;83.39;33.89;289.48;15.84;8.13;2.03;0.16;2206.95;145.41;;;;8.885;;
978;14LEP01047;0;20;;;;2.31;0.02581;0.2286;4.54;;;;46.25;261.72;565.47;40.77;17.56;0.87;1.55;1303.43;385.11;;;;35.169;;
1190;14LEP01260;0;20;;;;2.345;0.01907;0.258;4.54;;;;80.96;99.9;591.67;57.04;43.71;0.74;1.61;669.29;201.83;;;;;;
1331;14LEP02125;0;20;;;;2.193;0.02351;0.2081;4.54;;;;63.4;235.37;566.9;53.96;17.11;3.09;1.68;1416.73;373.36;;;;33.5904;;
219;01LEP00574;0;30;2.48;;;1.882;0.0172;0.207;4.55;4.67;;5.91;35.5;130.5;2095;93;;;;1590.57;;16.43;;;;;
477;01LEP00147;30;60;;;;;;;4.55;;;;210;36.6;122;10;;;;3167;;;;;;;
600;12UL00002;0;20;1.35;;;;;;4.55;4.62;;5.03;;;;;;;;;;;;;;;
802;14LEP00054;0;20;;;;2.166;0.09792;0.1805;4.55;4.22;;6.5;33.76;164.49;529.96;30.44;24.47;4.58;4;1082.39;309.56;8.61;14.53;12.33;;;
943;14LEP01012;0;20;;;;2.942;0.02418;0.1741;4.55;;;;96.58;54.94;306.25;19.34;10.76;2.3;0.15;2106.61;147.76;;;;9.203;;
2271;1JGF00064;0;20;;;;11.31;0.05111;0.4287;4.55;;;;384.3;156.19;1256.35;114.72;10.02;12.7;1.04;2074.26;283.59;;;;89.9395;;
2337;;;;;1.874;;1.725;0.00265;0.1729;4.55;5.3;;6.42;;197.05;378.5;37;;;;1376.5;;8.5;;;;;
200.1;01LEP00534;0;30;2.34;;;2.15;0.01929;0.1179;4.56;4.41;;6.41;132.8;95.7;348;66.5;;;;2047.13;;;;;;;
284;01LEP00515;30;60;;;;;;;4.56;4.84;;;44.09;89;143;9;;;;2078;;;;;;;
418;01LEP00146;15;30;8.25;;;;;;4.56;;;;3.15;24.2;193;11;;;;2715;;;;;;;
467;01LEP00117;30;60;;;;;;;4.56;;;;290;5;62;7;;;;2859;;;;;;;
579;10LEP00129;0;20;;;;3.602;;;4.56;;;;70.43;;;;;;;1231.28;125.51;;;;;;
637;11JG00059;0;20;;;;3.433;0.04405;0.1705;4.56;4.58;;6.17;444.5;105.2;553.69;31.18;7.31;2.69;3.1;1600.22;306.2;11.678;15.9;15.27;;75.91;
1329;14LEP02123;0;20;;;;2.321;0.02846;0.2273;4.56;;;;47.33;196.62;614.38;49.71;21.08;2.76;1.71;1611.81;425.3;;;;54.91;;
2301;1JGF00094;0;20;;;;9.269;0.04901;0.3865;4.56;;;;317.15;202.68;1055.63;97.7;11.11;7.76;1.5;1625.79;282.73;;;;49.028;;
2301;1JGF00094;0;20;;;;9.269;0.04901;0.3865;4.56;;;;317.15;202.68;1055.63;97.7;11.11;7.76;1.5;1625.79;282.73;;;;49.028;;
2302;1JGF00095;0;20;;;;9.139;0.05551;0.3948;4.56;;;;284.19;250.27;1188.76;129.64;8.62;6.98;1.71;1747.81;354.94;;;;17.9935;;
2302;1JGF00095;0;20;;;;9.139;0.05551;0.3948;4.56;;;;284.19;250.27;1188.76;129.64;8.62;6.98;1.71;1747.81;354.94;;;;17.9935;;
418;01LEP00146;15;30;8.25;;;;;;4.56;5.02;;5.52;3.15;24.2;193;11;30;;;2715;2395;;;;;;
418;01LEP00146;15;30;8.25;;;;;;4.56;5.02;;5.52;3.15;24.2;193;11;30;;;2715;2395;;;;;;
2413;14LEP03013;0;20;;;;1.592;0;0.1437;4.56;;;;76.69;15.94;94.74;7.64;4.85;1.8;0.68;1765.4;90.34;;;;;;
297;01LEP00543;30;60;;;;;;;4.57;4.55;;;41.29;209;142;23;;;;2122;;;;;;;
412;01LEP00128;15;30;3.1;;;2.526;0.01285;0.1441;4.57;;;;4.49;9.6;112;7;;;;2343;;;;;;;
468;01LEP00120;30;60;;;;;;;4.57;;;;680;4;59;5;;;;2561;;;;;;;
944;14LEP01013;0;20;;;;2.941;0.03145;0.1913;4.57;;;;111.17;48.16;268.7;26.3;9.49;1.33;0.04;2065.3;136.72;;;;9.884;;
2594;14LEP03194;20;20;;;;1.942;0.00805;0.1535;4.57;;;;285.98;136.52;771.47;99.59;61.38;1.95;1.57;1559.96;386;;;;;;
397;01LEP00083;15;30;5.37;;;4.769;0.02483;0.2236;4.58;;;;4.76;13.9;125;7;;;;2256;;;;;;;
409;01LEP00119;15;30;2.55;;;2.609;0.01084;0.1359;4.58;;;;14.03;6.8;107;5;;;;2131;;;;;;;
583;10LEP00133;0;20;;;;2.119;;;4.58;;;;161.67;;;;;;;1180.76;149.38;;;;;;
286;01LEP00519;30;60;;;;;;;4.59;4.86;;;55.47;76.2;203;20;;;;1810;;;;;;;
768;14LEP00020;0;20;;;;2.377;0.06648;0.1151;4.59;4.33;;6.27;47.74;72.59;207.91;11.24;10.07;4.29;2.33;1559.99;105.6;7.785;19.12;12.39;;;
1204;14LEP01274;0;20;;;;1.954;0.00869;0.2335;4.59;;;;75.34;75.05;611.61;60.04;59.02;1.62;0.98;550.97;215.85;;;;;;
196;01LEP00526;0;30;4.2;;;2.586;0.0171;0.2331;4.6;4.68;;6.14;75.03;264.4;1588;136.9;;;;1548.06;;;;;;;
280;01LEP00507;30;60;;;;;;;4.6;4.81;;;37.43;311.7;1872;199;;;;1582;;;;;;;
282;01LEP00511;30;60;;;;;;;4.6;4.88;;;16.83;163;1540;181;;;;1611;;;;;;;
309;01LEP00567;30;60;;;;;;;4.6;4.87;;;36.66;58.4;267;47;;;;821;;;;;;;
601;12UL00003;0;20;3.15;;;;;;4.6;4.74;;4.84;;;;;;;;;;;;;;;
936;14LEP01005;0;20;;;;2.011;0.01882;0.1457;4.6;;;;133.86;24.4;238.22;31.86;9.34;3.56;0.79;2136.49;140.24;;;;8.598;;
1221;14LEP02015;0;20;;;;2.067;0.00342;0.1316;4.6;;;;101.82;42.74;189.01;22.54;6.14;2.17;0.68;2166.4;111.78;;;;15.1992;;
1327;14LEP02121;0;20;;;;2.36;0.02339;0.212;4.6;;;;48.71;225.54;463.01;41.24;19.42;2.49;1.48;1347.72;353.66;;;;37.1083;;
2263;1JGF00056;0;20;;;;11.29;0.05419;0.5322;4.6;;;;132.05;120.41;670.83;73.92;4.41;5.87;0.51;954.93;187.27;;;;70.419;;
2267;1JGF00060;0;20;;;;5.97;0.02292;0.2335;4.6;;;;132.97;85.34;431.36;65.16;3.52;3.8;0.41;898.93;65.42;;;;90.7627;;
380;01LEP00029;15;30;1.1;;;1.209;-0.00218;0.05033;4.61;;;;5.5;45.7;158;16;;;;2240;;;;;;;
419;01LEP00149;15;30;5.3;;;3.504;0.01356;0.1612;4.61;;;;5.41;39.9;215;13;;;;2671;;;;;;;
455;01LEP00081;30;60;;;;;;;4.61;;;;560;5;138;4;;;;2613;;;;;;;
760;14LEP00012;0;20;;;;1.153;0.0396;0.03329;4.61;4.39;;6.35;96.24;69.55;207.29;10.14;9.1;4.33;2.12;1491.89;130.1;12.315;15.9;11.65;;;
767;14LEP00019;0;20;;;;3.366;0.06319;0.1667;4.61;4.49;;6.07;58.8;70.89;283.08;18.08;9.39;5.04;2.62;1700.91;135.9;11.268;19.95;14.62;;;
951;14LEP01020;0;20;;;;2.602;0.02532;0.1719;4.61;;;;82.45;34.9;268.95;32.17;10.26;1.96;0.07;2064.13;124.68;;;;7.503;;
1607;14LEP02407;0;20;;;;0.946;0.00175;0.07887;4.61;;;;91.97;95.91;163.79;16.43;27.84;0.88;0.34;1395.14;169.7;;;;;;
405;01LEP00107;15;30;2.48;;;2.304;0.00443;0.1326;4.62;;;;25.3;13.3;687;19;;;;1503;;;;;;;
413;01LEP00131;15;30;1.86;;;1.669;0.00931;0.0986;4.62;;;;6.13;10.8;122;6;;;;2045;;;;;;;
475;01LEP00141;30;60;;;;;;;4.62;;;;900;9.7;125;12;;;;1266;;;;;;;
478;01LEP00150;30;60;;;;;;;4.62;;;;380;37.9;117;10;;;;3140;;;;;;;
801;14LEP00053;0;20;;;;2.463;0.09906;0.2208;4.62;4.07;;6.37;28.2;249.5;649.99;34.93;25.05;4.56;4.46;1169.63;347.87;9.436;;14.35;;;
935;14LEP01004;0;20;;;;2.879;0.02433;0.1882;4.62;;;;161.93;40.51;370.61;52.09;7.73;3.39;0.76;2076.35;170.78;;;;11.648;;
949;14LEP01018;0;20;;;;3.934;0.03528;0.2558;4.62;;;;88.13;49.22;413.55;42.78;14.13;3.25;0.31;2194.76;150.35;;;;15.342;;
1227;14LEP02021;0;20;;;;2.042;0.0127;0.158;4.62;;;;231.92;37.09;203.79;23.33;13.26;5.15;1.48;1971.76;145.52;;;;23.1197;;
2266;1JGF00059;0;20;;;;7.596;0.0367;0.3506;4.62;;;;123.4;99.72;642.36;96.3;4.08;3.13;0.96;948.54;110.46;;;;87.1556;;
2593;14LEP03193;0;20;;;;1.812;0.00542;0.15;4.62;;;;291.73;152.67;793.83;104.04;51.96;1.81;1.21;1593.85;377.34;10.82;;;;;
567;10LEP00117;0;20;;;;1.815;;;4.63;;;;38.39;;;;;;;1345.15;93.84;;;;;;
933;14LEP01002;0;20;;;;2.359;0.01989;0.1571;4.63;;;;250.83;59.53;422.11;59.37;12.34;5.15;1.29;1886.48;180.44;;;;17.154;;
1491;14LEP02291;0;20;;;;2.493;0.02055;0.1891;4.63;;;;157.34;26.55;577.44;21.88;14.98;9.83;1.39;1779.12;114.99;;;;22.2782;;
191;01LEP00516;0;30;1.31;;;;;;4.64;4.75;;6.67;75.06;48.6;320;34.5;;;;1571.16;;;;;;;
452;01LEP00072;30;60;;;;;;;4.64;;;;1280;18.5;489;49;;;;1849;;;;;;;
577;10LEP00127;0;20;;;;3.731;;;4.64;;;;17.86;;;;;;;1687.31;59.04;;;;;;
924;14LEP00188;0;20;;;;2.197;0.03076;0.07513;4.64;4.34;;6.43;182.21;63.1;172.24;13.31;14.19;7.36;4.28;1958.98;170.27;5.24;;10.76;;;
938;14LEP01007;0;20;;;;2.289;0.0268;0.1742;4.64;;;;179.71;36.7;263.75;40.92;11.14;4.51;0.99;1966.1;132.33;;;;9.285;;
2292;1JGF00085;0;20;;;;11.52;0.06142;0.4666;4.64;;;;318.96;283.43;1392.9;171.45;10.23;7.31;1.69;1768.47;273.19;;;;117.8579;;
2292;1JGF00085;0;20;;;;11.52;0.06142;0.4666;4.64;;;;318.96;283.43;1392.9;171.45;10.23;7.31;1.69;1768.47;273.19;;;;117.8579;;
2421;14LEP03021;0;20;;;;2.223;0.009;0.1328;4.64;;;;274;51.59;220.01;22.09;14.55;5.88;1.42;1810.93;211.01;;;;;;
202;01LEP00540;0;30;2.82;;;2.394;0.03412;0.1391;4.65;4.63;;6.49;47.39;83.5;412;85;;;;2213.49;;;;;;;
209;01LEP00554;0;30;3.78;;;3.216;0.03412;0.1599;4.65;4.74;;6.4;34.28;57.6;302;54.1;;;;2176.52;;;;;;;
231;01LEP00598;0;30;5.85;;;5.024;0.06359;0.2376;4.65;4.63;;5.97;13.42;131.1;505;20;;;;2624.31;;15.18;;;;;
332;01LEP00613;30;60;;;;;;;4.65;5.01;;;19.28;89.6;213;11;;;;2192;;;;;;;
934;14LEP01003;0;20;;;;2.479;0.02284;0.1679;4.65;;;;203.94;53.06;404.68;49.54;10.16;3.88;0.98;2241;176.22;;;;11.472;;
977;14LEP01046;0;20;;;;2.01;0.02271;0.2162;4.65;;;;38.22;153.82;555.32;31.84;18.62;0.56;1.12;1219.97;374.65;;;;25.659;;
1176;14LEP01246;0;20;;;;1.736;0.00328;0.1998;4.65;;;;96.48;68.79;548.07;51;48.26;1.13;1.53;662.26;233.12;;;;;;
1194;14LEP01264;0;20;;;;1.817;0.0138;0.1939;4.65;;;;66.94;43.06;576.64;47.14;40.84;1.36;2.06;602.88;190.94;;;;;;
186;01LEP00506;0;30;2.2;;;1.714;0.01568;0.1646;4.66;4.86;;6.61;144.1;311.7;1707;186.5;;;;1386.32;;;;;;;
423;01LEP00161;15;30;7.91;;;;;;4.66;;;;5.58;51.3;317;17;;;;2586;;;;;;;
564;10LEP00114;0;20;;;;4.663;;;4.66;;;;13.39;;;;;;;1614.16;54.23;;;;;;
588;10LEP00138;0;20;;;;1.711;;;4.66;;;;282.14;;;;;;;994.47;227.98;;;;;;
940;14LEP01009;0;20;;;;2.204;0.02381;0.1654;4.66;;;;206.66;50.08;291.96;51.65;9.29;3.11;0.98;2077.64;178.15;;;;10.606;;
1783;16LEP00011;0;20;6.5;;;4.17;;;4.66;;;5.93;45.12;312.5;963.5;94.8;;;;1282.2;638;12.176;;;;;
2243;1JGF00036;0;20;;;;3.003;0.00971;0.1979;4.66;;;;99.81;116.29;294.84;29.8;4.19;1.85;0.38;790.86;181.67;;;;18.7602;;
423;01LEP00161;15;30;7.91;;;;;;4.66;5.22;;5.75;5.58;51.3;317;17;33;;;2586;2207;;;;;;
423;01LEP00161;15;30;7.91;;;;;;4.66;5.22;;5.75;5.58;51.3;317;17;33;;;2586;2207;;;;;;
2507;14LEP03107;0;20;;;;0.893;0.00371;0.067;4.66;;;;25.67;65.21;631.95;42.28;18.56;1.98;1.87;1282.2;371.86;;;;;;
230;01LEP00596;0;30;6.47;;;4.382;0.09081;0.2881;4.67;4.6;;5.86;19.08;217.9;525;79;;;;2559.15;;;;;;;
296;01LEP00541;30;60;;;;;;;4.67;4.86;;;28.18;83.5;157;14;;;;2157;;;;;;;
556;10LEP00106;0;20;;;;2.758;;;4.67;;;;152.67;;;;;;;1191.98;184.19;;;;;;
1147;14LEP01217;0;20;;;;3.019;0.03587;0.2824;4.67;;;;397.86;106.46;541.12;116.61;28.66;8.86;7.96;1712.09;314.88;;;;;;
1186;14LEP01256;0;20;;;;3.613;0.04028;0.3414;4.67;;;;110.48;102.34;896.85;83.22;43.19;2.06;1.36;683.88;200.81;;;;;;
1197;14LEP01267;0;20;;;;1.587;0.01015;0.1915;4.67;;;;54.31;92.93;420.33;43.79;26.69;0.74;0.27;1145.75;200.93;;;;;;
1325;14LEP02119;0;20;;;;1.978;0.01897;0.1684;4.67;;;;68.94;134.4;398.03;39.5;19.58;2.74;1.2;1149.45;364.14;;;;39.9625;;
2795;16ML0003;;;;;;2.884;0.03;0.27;4.67;;;6;40.43;58.55;166.32;10.05;5.82;4.52;1.84;1726.38;84.13;10.7;;;;;
2801;16ML0009;;;;;;1.786;0.02;0.18;4.67;;;6.46;327.31;103.26;391.22;38.89;20.82;15.2;4.12;1506.4;360.77;7.6;;;;;
56;02LEP00414;0;20;2.29;;;1.974;0.03349;0.1194;4.68;;;6.27;35.27;146.41;1326.21;236.94;39.02;3.01;1.65;635.81;367.04;;;;;;
305;01LEP00559;30;60;;;;;;;4.68;5.06;;;43.53;46.8;327;29;;;;1764;;;;;;;
415;01LEP00137;15;30;2.13;;;1.556;0.00094;0.0689;4.68;;;;8.49;21.2;221;20;;;;2291;;;;;;;
472;01LEP00132;30;60;;;;;;;4.68;;;;580;3.4;70;4;;;;2457;;;;;;;
942;14LEP01011;0;20;;;;2.046;0.02176;0.1439;4.68;;;;223.42;47.3;292.43;51;14.35;4.49;1.24;1949.01;155.75;;;;5.187;;
2288;1JGF00081;0;20;;;;12.51;0.08463;0.5461;4.68;;;;299.88;288.23;1532.8;184.81;8.21;7.53;2.24;1770.77;413.7;;;;81.1716;;
2501;14LEP03101;0;20;;;;1.622;0.01388;0.1337;4.68;;;;98.48;123.23;541.01;57.12;19.4;3.5;1.48;1106.5;363.65;;;;;;
2797;16ML0005;;;;;;3.05;0.04;0.31;4.68;;;5.97;28.57;70.53;382.32;26.43;7.85;2.35;1.21;2052.83;169.88;11.7;;;;;
568;10LEP00118;0;20;;;;2.663;;;4.69;;;;49.86;;;;;;;1334.01;97.94;;;;;;
1140;14LEP01210;0;20;;;;1.417;0.01132;0.1736;4.69;;;;133.96;113;317.91;27.59;17.15;0.3;1.55;1372.86;314.32;;;;;;
1146;14LEP01216;0;20;;;;2.761;0.02377;0.2855;4.69;;;;331.99;92.09;498.99;88.63;24.24;2.63;6.01;1467.08;302.76;;;;;;
2241;1JGF00034;0;20;;;;2.55;0.00795;0.1499;4.69;;;;65.9;122.04;197.74;18.49;3.06;1.18;0.28;932.54;159.23;;;;18.0171;;
2499;14LEP03099;0;20;;;;2.233;0.02221;0.2597;4.69;;;;57.3;171.33;727.56;79.48;16.06;2.62;2.01;1418.02;406.57;;;;;;
43;03BOL00018;0;20;;;;2.44;;;4.7;;;6.3;61;186;309;47;;;;1693;;3.98;;;;;
188;01LEP00510;0;30;4.2;;;2.602;0.01924;0.1929;4.7;4.78;;6.13;41.46;163;1834;147.5;;;;1404.81;;;;;;;
211;01LEP00558;0;30;1.72;;;1.733;0.00091;0.07102;4.7;4.62;;6.81;124.2;46.8;300;52;;;;1249.54;;;;;;;
753;14LEP00005;0;20;;;;2.011;0.05528;0.1174;4.7;4.51;;6.6;138.98;103.37;264.53;32.16;13.02;8.21;3.53;1783.21;167.5;12.704;;9.96;;;
759;14LEP00011;0;20;;;;2.716;0.05589;0.1396;4.7;4.47;;6.21;75.15;61.25;239.06;48.62;7.1;4.22;2.61;1789.79;137.6;20.615;16.96;13.37;;;
932;14LEP01001;0;20;;;;2.579;0.01574;0.177;4.7;;;;314.81;81.36;576.18;82.57;15.31;6.37;1.5;2032.67;187.19;;;;13.39;;
939;14LEP01008;0;20;;;;2.255;0.01014;0.1421;4.7;;;;77.37;62.44;283.6;44.88;6.3;0.84;0.18;2235.88;124.66;;;;20.573;;
1032;14LEP01101;0;20;;;;2.402;0.02436;0.1828;4.7;;;;197.03;51.72;390.17;24.68;13.63;5.98;1.95;1878.23;149.49;;;;26.827;;
1177;14LEP01247;0;20;;;;1.398;0.00436;0.1576;4.7;;;;44.57;101.11;392.49;43.76;35.86;0.22;0.03;1361.29;242.96;;;;;;
1206;14LEP01276;0;20;;;;1.962;0.00909;0.215;4.7;;;;52.89;65.67;623.97;48.9;37.98;0.57;1.03;596.46;205.41;;;;;;
2240;1JGF00033;0;20;;;;2.288;-0.00112;0.1274;4.7;;;;52.81;73.15;209.92;19.19;3.02;1.32;0.36;853.03;140.37;7.17;;;12.4719;;
2258;1JGF00051;0;20;;;;3.294;0.01602;0.1848;4.7;;;;94.37;119.41;268.47;53.12;2.24;1.59;0.52;648.32;67.31;;;;57.223;;
2419;14LEP03019;0;20;;;;1.945;0.00724;0.1415;4.7;;;;162.72;37.26;234.06;19.69;9.85;4.57;1.11;1756.82;154.74;;;;;;
281;01LEP00509;30;60;;;;;;;4.71;5.13;;;40.95;202.5;1425;104;;;;1495;;;;;;;
314;01LEP00577;30;60;;;;;;;4.71;5;;;92.11;45.3;323;30;;;;1763;;;;;;;
384;01LEP00041;15;30;1.72;;;1.525;0.00672;0.1374;4.71;;;;9.32;336.8;1069;293;;;;1252;;;;;;;
454;01LEP00078;30;60;;;;;;;4.71;;;;820;3.7;65;3;;;;2457;;;;;;;
751;14LEP00003;0;20;;;;2.33;0.05999;0.1383;4.71;4.47;;6.66;178.37;93.17;248.66;40.88;11.34;6.29;3.44;1669.39;144.87;13.034;;9.38;;;
756;14LEP00008;0;20;;;;2.452;0.06104;0.1895;4.71;4.39;;6.47;106.04;61.68;199.03;26.94;13.05;7.35;3.07;1721.84;146.49;13.932;16.58;10.65;;;
770;14LEP00022;0;20;;;;2.725;0.0649;0.131;4.71;4.49;;6.12;60.26;62.32;323.28;24.2;10.99;6.06;2.68;1683.48;134.7;9.544;;14.4;;;
1148;14LEP01218;0;20;;;;2.525;0.02141;0.2416;4.71;;;;277.4;95.42;512.27;104.42;16.86;2.78;4.89;1642.96;267.44;;;;;;
1166;14LEP01236;0;20;;;;2.851;0.03694;0.2803;4.71;;;;406.42;178.59;670.75;178.8;32.01;4.79;7.29;1614.43;292.61;;;;;;
1184;14LEP01254;0;20;;;;2.123;0.01833;0.2075;4.71;;;;62.73;39.86;725.88;57.69;49.17;0.75;1.27;584.71;202.01;;;;;;
1605;14LEP02405;0;20;;;;1.276;0.00794;0.1227;4.71;;;;90.57;118.09;197.32;20.3;25.27;0.9;0.4;1499.63;165.64;;;;;;
2401;14LEP03001;0;20;;;;1.725;0.00438;0.09049;4.71;;;;90.48;32.65;221.42;20.01;6.43;2.12;0.73;1762.41;129.26;;;;;;
2503;14LEP03103;0;20;;;;0.548;0;0.02653;4.71;;;;36.97;100.45;458.36;34.18;18.44;2.2;1.34;1071.48;358.47;;;;;;
192;01LEP00518;0;30;1.17;;;0.924;0.00266;0.0682;4.72;4.94;;6.81;127.9;76.2;501;36.3;;;;1589.65;;;;;;;
214;01LEP00564;0;30;3.71;;;2.63;0.01582;0.2083;4.72;4.67;;6.48;64.71;142.7;423;62;;;;2060.07;;;;;;;
221;01LEP00578;0;30;2.89;;;2.026;0.02668;0.1268;4.72;4.64;;6.47;108;62.4;375;20;;;;1854.9;;;;;;;
317;01LEP00583;30;60;;;;;;;4.72;5.15;;;32.4;81.4;229;13;;;;2034;;;;;;;
416;01LEP00140;15;30;0.55;;;0.831;-0.00042;0.0469;4.72;;;;27.09;14.2;104;5;;;;1953;;;;;;;
417;01LEP00143;15;30;0.55;;;;;;4.72;;;;27.09;14.2;104;5;;;;1953;;;;;;;
925;14LEP00189;0;20;;;;2.496;0.03774;0.1031;4.72;4.4;;6.33;163.51;43.72;235.13;21.92;17.97;8.38;5.09;2048.91;161.88;5.955;;12;;;
1040;14LEP01109;0;20;;;;2.36;0.03052;0.1824;4.72;;;;291.41;67.57;436.17;17.54;24.69;7.55;1.91;2147.42;202.37;;;;20.924;;
1123;14LEP01193;0;20;;;;1.903;0.02043;0.1744;4.72;;;;132.7;66.07;186.2;12.9;10.59;2.65;1.3;1923.37;130.67;;;;26.592;;
1541;14LEP02341;0;20;;;;1.76;0.01459;0.114;4.72;;;;70.85;41.94;259.36;25.8;12.75;3.69;0.69;2095.66;92.95;;;;16.9534;;
2278;1JGF00071;0;20;;;;12.63;0.06219;0.463;4.72;;;;287.61;194.81;1633.79;160.05;7.81;7.16;2.08;1701.83;406.59;;;;88.4179;;
2354;;;;;1.664;;1.285;0.01675;0.1692;4.72;5.16;;6.48;;153.1;770.5;103;;;;1265.5;;15.5;;;;;
2409;14LEP03009;0;20;;;;2.219;0.00359;0.134;4.72;;;;200.8;40.14;288.9;23.01;12.74;7.66;1.74;1876.48;155.8;;;;;;
279;01LEP00505;30;60;;;;;;;4.73;5.05;;;9.01;88.8;1159;78;;;;1786;;;;;;;
298;01LEP00545;30;60;;;;;;;4.73;4.9;;;47.15;125.7;396;21;;;;2157;;;;;;;
316;01LEP00581;30;60;;;;;;;4.73;4.93;;;23.43;95.7;434;30;;;;2088;;;;;;;
336;01LEP00621;30;60;;;;;;;4.73;5.05;;;18.93;80.6;230;15;;;;2299;;;;;;;
481;01LEP00159;30;60;;;;;;;4.73;;;;270;338.2;693;150;;;;2960;;;;;;;
754;14LEP00006;0;20;;;;2.469;0.07358;0.1638;4.73;4.49;;6.54;118.64;89.58;270.35;36.15;13.84;8.68;3.43;1712.27;137.25;13.838;18.08;10.52;;;
2471;14LEP03071;0;20;;;;1.089;0.00252;0.0944;4.73;;;;249.41;188.4;823.16;71.55;25.88;7.54;3.02;795.28;595.12;;;;;;
2509;14LEP03109;0;20;;;;0.432;0;0.01939;4.73;;;;49.03;84.75;633.43;46.03;16.77;2.7;1.9;1182.18;358.01;;;;;;
205;01LEP00546;0;30;3.92;;;2.146;0.01201;0.1116;4.74;4.64;;6.53;110.5;111.3;643;90.4;;;;2033.27;;12.2;;;;;
582;10LEP00132;0;20;;;;2.07;;;4.74;;;;89.96;;;;;;;1101.49;167.49;;;;;;
